Alter;Geschlecht;Vertragsenddatum;Bereich;Standort;Vertragsart;Austrittsdatum;Betriebszugehoerigkeit;FTE;FK;Abteilungsgroeﬂe;Zeit_auf_Position;Mitarbeiterstatus;Aktiv;2023_Ziele;2023_Pers_Beurteilung;2024_Ziele;2024_Pers_Beurteilung;Krankenstand_2023;Krankenstand_2024;Gehaltsentwicklung
51-60;M;;Gesch‰ftsbereich;B;Permanent;;24-26;999.0;0;35.22279961597066;"""6-8""";Active;1;#NV;#NV;#NV;#NV;;;5%-9%
‹ber 60;M;;Werk;G;Permanent;;24-26;999.0;0;67.5775093519501;18-20;Active;1;‹berdurchschnitt;Durchschnitt;Durchschnitt;Durchschnitt;kleiner 1 %;1,0 - 3 %;5%-9%
51-60;M;;Gesch‰ftsbereich;C;Permanent;;24-26;0.5;1;12.646819617374799;18-20;Active;1;#NV;Durchschnitt;#NV;#NV;;1,0 - 3 %;5%-9%
25-30;M;;Gesch‰ftsbereich;D;Permanent;;"""3-5""";0.5;0;61.66928783956121;"""3-5""";Active;0;#NV;#NV;#NV;#NV;;;
51-60;M;;Werk;G;Permanent;;"""6-8""";0.5;0;11.170766420861732;"""6-8""";Active;1;#NV;‹berdurchschnitt;Durchschnitt;Durchschnitt;;15,1 - 20%;5%-9%
Unter 18;M;;HQ;G;Permanent;;0-2;0.5;0;265.29400601799097;0-2;Active;0;‹berdurchschnitt;Durchschnitt;#NV;#NV;kleiner 1 %;3,1 - 5%;
31-40;M;;Werk;F;Permanent;;15-17;0.5;0;21.514843484128498;"""9-11""";Active;0;‹berdurchschnitt;‹berdurchschnitt;#NV;Durchschnitt;5,1 - 10%;;
41-50;M;15.07.2023;HQ;D;Permanent;;15-17;0.0;0;63.073084199458144;"""6-8""";Active;1;#NV;#NV;#NV;Durchschnitt;;;10%-14%
25-30;M;;Werk;F;Permanent;;0-2;999.0;0;34.42693793190913;0-2;Terminated;0;#NV;Durchschnitt;Unrated;#NV;;;
51-60;M;;HQ;D;Permanent;;33-35;0.0;1;5.465513812269377;15-17;Terminated;0;Durchschnitt;‹berdurchschnitt;#NV;#NV;;kleiner 1%;
31-40;M;14.08.2022;Werk;B;Fixed term contract;;"""6-8""";1.0;1;11.270015765270182;"""3-5""";Active;0;#NV;Durchschnitt;#NV;#NV;5,1 - 10%;5,1 - 10%;
25-30;M;15.04.2025;Werk;F;Permanent;30.06.2023;"""6-8""";0.0;1;17.66411668501131;"""3-5""";Dormant;1;#NV;Durchschnitt;Durchschnitt;‹berdurchschnitt;;;
51-60;M;;HQ;C;Permanent;;39-41;1.0;0;57.477499455057085;"""9-11""";Active;1;‹berdurchschnitt;#NV;‹berdurchschnitt;Durchschnitt;;3,1 - 5%;5%-9%
51-60;M;30.09.2024;Gesch‰ftsbereich;A;Permanent;;0-2;0.0;1;7.763171639322902;0-2;Dormant;0;#NV;Unrated;Durchschnitt;#NV;;;
51-60;M;;Werk;F;Permanent;;21-23;999.0;1;45.36539664231003;"""6-8""";Dormant;0;Unterdurchschnitt;#NV;#NV;Durchschnitt;;;5%-9%
51-60;M;;Werk;B;Permanent;;33-35;1.0;0;194.91110987516788;"""3-5""";Dormant;1;Durchschnitt;#NV;#NV;‹berdurchschnitt;;5,1 - 10%;5%-9%
31-40;M;;HQ;B;Permanent;31.01.2024;"""12-14""";999.0;1;178.29593884695245;"""3-5""";Active;1;‹berdurchschnitt;#NV;#NV;#NV;;;5%-9%
25-30;M;;Gesch‰ftsbereich;A;Fixed term contract;;0-2;999.0;0;120.80999595122304;0-2;Active;0;‹berdurchschnitt;Durchschnitt;Durchschnitt;#NV;;;
41-50;M;;Werk;B;Permanent;;"""12-14""";1.0;0;72.39435696116388;"""12-14""";Active;0;#NV;#NV;#NV;#NV;;;10%-14%
41-50;M;;Werk;E;Permanent;;"""9-11""";0.0;1;51.09557963523899;"""9-11""";Active;1;#NV;Durchschnitt;#NV;#NV;;10,1 - 15%;10%-14%
31-40;M;;Werk;E;Permanent;;"""9-11""";999.0;0;4.70753171073707;0-2;Active;1;#NV;Durchschnitt;#NV;Unrated;;5,1 - 10%;15%-19%
18-24;M;;Gesch‰ftsbereich;G;Permanent;;0-2;999.0;0;63.94249217760647;0-2;Active;0;#NV;‹berdurchschnitt;#NV;Durchschnitt;20,01 - 40%;;
41-50;M;;Gesch‰ftsbereich;D;Permanent;;18-20;999.0;0;5.9719385794003506;15-17;Active;1;#NV;Durchschnitt;Durchschnitt;Durchschnitt;;;20%-24%
41-50;F;31.03.2025;HQ;D;Permanent;;15-17;0.0;1;12.543502537487406;"""9-11""";Terminated;0;#NV;Durchschnitt;#NV;‹berdurchschnitt;5,1 - 10%;;5%-9%
51-60;M;;Werk;C;Permanent;;"""9-11""";0.0;0;9.03136911895407;"""9-11""";Active;1;#NV;#NV;‹berdurchschnitt;#NV;;;5%-9%
25-30;M;;Werk;A;Permanent;;"""3-5""";1.0;0;4.841433456874014;"""3-5""";Terminated;0;Durchschnitt;Unrated;#NV;#NV;kleiner 1 %;kleiner 1%;
31-40;F;;HQ;F;Permanent;;"""9-11""";1.0;0;34.795287215225066;"""3-5""";Active;1;#NV;#NV;‹berdurchschnitt;#NV;5,1 - 10%;1,0 - 3 %;5%-9%
51-60;M;;Werk;C;Permanent;;36-38;0.5;0;51.30522233986878;0-2;Active;0;‹berdurchschnitt;#NV;#NV;#NV;;10,1 - 15%;5%-9%
41-50;M;28.02.2025;HQ;G;Fixed term contract;28.02.2025;21-23;0.0;0;61.58188215455254;"""9-11""";Active;1;Durchschnitt;‹berdurchschnitt;#NV;‹berdurchschnitt;;;
51-60;F;;Werk;G;Permanent;;39-41;1.0;1;101.77896197018622;"""3-5""";Active;1;#NV;Durchschnitt;#NV;Durchschnitt;3,1 - 5%;1,0 - 3 %;10%-14%
41-50;F;30.09.2024;Gesch‰ftsbereich;F;Permanent;;"""6-8""";0.0;1;11.348993894633178;"""6-8""";Terminated;1;#NV;Durchschnitt;‹berdurchschnitt;Durchschnitt;3,1 - 5%;;5%-9%
31-40;F;;Werk;A;Permanent;;21-23;999.0;0;14.614695302414123;"""12-14""";Active;0;Durchschnitt;Unrated;‹berdurchschnitt;#NV;3,1 - 5%;;5%-9%
41-50;M;;Werk;D;Permanent;;0-2;999.0;0;52.24838412277478;0-2;Dormant;0;Unrated;#NV;Durchschnitt;#NV;;;
51-60;M;;HQ;B;Permanent;30.06.2022;27-29;999.0;0;86.9043364363917;"""3-5""";Dormant;1;#NV;#NV;‹berdurchschnitt;‹berdurchschnitt;10,1 - 15 %;3,1 - 5%;10%-14%
31-40;M;;Werk;B;Permanent;;0-2;999.0;1;162.01039305361527;0-2;Active;0;Durchschnitt;#NV;#NV;Unrated;5,1 - 10%;;
41-50;M;31.12.2023;Gesch‰ftsbereich;F;Permanent;;"""3-5""";999.0;1;184.0444699260689;0-2;Active;1;#NV;#NV;‹berdurchschnitt;Unrated;1 % - 3 %;3,1 - 5%;35%-39%
41-50;M;;Werk;B;Permanent;;15-17;999.0;1;32.259769657364416;"""12-14""";Dormant;0;#NV;#NV;Unrated;#NV;1 % - 3 %;1,0 - 3 %;5%-9%
51-60;F;14.09.2023;HQ;G;Permanent;31.07.2023;21-23;999.0;0;21.00741524108377;18-20;Active;1;#NV;#NV;‹berdurchschnitt;‹berdurchschnitt;5,1 - 10%;kleiner 1%;5%-9%
41-50;M;;Werk;A;Permanent;;18-20;0.0;0;97.423578897863;"""3-5""";Active;0;‹berdurchschnitt;‹berdurchschnitt;#NV;#NV;1 % - 3 %;;10%-14%
51-60;M;;Werk;A;Permanent;31.05.2025;33-35;0.0;0;46.79834497680085;"""3-5""";Active;1;‹berdurchschnitt;Durchschnitt;#NV;#NV;;;5%-9%
31-40;M;;HQ;F;Permanent;31.07.2024;"""6-8""";0.0;0;9.096906949527208;"""6-8""";Active;0;#NV;#NV;#NV;‹berdurchschnitt;;;
25-30;M;;HQ;F;Permanent;;0-2;0.0;0;9.945666963104095;0-2;Dormant;0;Durchschnitt;#NV;#NV;#NV;10,1 - 15 %;15,1 - 20%;
51-60;M;;Gesch‰ftsbereich;F;Permanent;;24-26;999.0;0;91.18398897281627;"""3-5""";Active;1;Unterdurchschnitt;#NV;#NV;#NV;3,1 - 5%;kleiner 1%;10%-14%
18-24;F;;Werk;B;Permanent;31.10.2022;0-2;0.0;1;194.78196919436687;0-2;Dormant;0;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;;;
41-50;M;;Gesch‰ftsbereich;G;Permanent;;33-35;0.0;0;108.5374572957767;18-20;Active;1;#NV;Durchschnitt;#NV;#NV;;;5%-9%
31-40;F;;Werk;E;Permanent;;"""9-11""";0.0;0;63.2309474306769;"""9-11""";Active;0;#NV;#NV;‹berdurchschnitt;#NV;1 % - 3 %;3,1 - 5%;15%-19%
31-40;M;;HQ;B;Permanent;;"""3-5""";0.5;0;132.40802374273875;0-2;Terminated;1;#NV;#NV;#NV;Durchschnitt;1 % - 3 %;;
31-40;M;28.02.2023;Gesch‰ftsbereich;G;Permanent;;"""6-8""";0.0;1;105.957718226667;"""3-5""";Active;0;Unrated;#NV;#NV;‹berdurchschnitt;10,1 - 15 %;kleiner 1%;
18-24;M;;Gesch‰ftsbereich;D;Permanent;;0-2;1.0;0;19.31553664072052;0-2;Active;0;#NV;‹berdurchschnitt;#NV;#NV;3,1 - 5%;kleiner 1%;
31-40;M;;Werk;B;Permanent;;"""12-14""";0.0;0;141.95085092165314;0-2;Active;0;#NV;#NV;Unrated;Durchschnitt;;1,0 - 3 %;5%-9%
41-50;F;;Werk;B;Permanent;28.02.2023;15-17;1.0;0;153.79274662093832;"""3-5""";Terminated;0;#NV;#NV;#NV;‹berdurchschnitt;kleiner 1 %;kleiner 1%;5%-9%
41-50;M;;HQ;B;Fixed term contract;;33-35;0.5;0;58.75451471485379;"""12-14""";Active;0;#NV;#NV;Durchschnitt;Durchschnitt;1 % - 3 %;;5%-9%
31-40;M;;Werk;A;Permanent;;"""6-8""";0.0;0;11.502016314108074;0-2;Active;0;Unterdurchschnitt;#NV;Durchschnitt;#NV;kleiner 1 %;3,1 - 5%;
51-60;F;;Werk;G;Fixed term contract;;21-23;0.0;0;16.091285040476997;"""3-5""";Active;0;#NV;Durchschnitt;#NV;Durchschnitt;;5,1 - 10%;
31-40;M;;Gesch‰ftsbereich;B;Permanent;;"""6-8""";1.0;1;14.632399057130852;"""3-5""";Active;1;#NV;‹berdurchschnitt;Durchschnitt;#NV;5,1 - 10%;10,1 - 15%;15%-19%
31-40;M;;HQ;C;Permanent;;"""9-11""";0.0;1;36.513638436279486;"""9-11""";Active;0;#NV;#NV;#NV;#NV;;;20%-24%
51-60;M;;Werk;E;Fixed term contract;;"""3-5""";0.5;1;7.378063180730852;0-2;Terminated;1;‹berdurchschnitt;#NV;‹berdurchschnitt;#NV;1 % - 3 %;;10%-14%
18-24;M;;Gesch‰ftsbereich;A;Permanent;;0-2;0.5;0;256.127875815569;0-2;Active;0;‹berdurchschnitt;Unrated;#NV;#NV;3,1 - 5%;20,1 - 40%;
31-40;F;;Gesch‰ftsbereich;C;Permanent;;15-17;999.0;1;8.461653420078871;0-2;Active;1;Unrated;Durchschnitt;Durchschnitt;‹berdurchschnitt;;20,1 - 40%;45%-49%
41-50;M;;Werk;B;Permanent;28.02.2023;15-17;1.0;1;15.39770279271728;"""9-11""";Active;1;Durchschnitt;Durchschnitt;#NV;#NV;;1,0 - 3 %;20%-24%
51-60;M;;HQ;C;Permanent;;27-29;0.0;0;44.09857503375474;18-20;Active;0;Durchschnitt;‹berdurchschnitt;#NV;‹berdurchschnitt;kleiner 1 %;1,0 - 3 %;5%-9%
51-60;M;;HQ;B;Permanent;;24-26;1.0;1;6.656617013388854;18-20;Active;1;#NV;#NV;#NV;#NV;1 % - 3 %;;
‹ber 60;F;29.08.2022;Werk;E;Fixed term contract;;33-35;0.5;0;40.76389880751952;18-20;Active;1;#NV;Unrated;#NV;#NV;1 % - 3 %;3,1 - 5%;
51-60;M;29.02.2028;Werk;A;Permanent;30.09.2022;"""9-11""";1.0;1;105.59622231910059;"""3-5""";Active;1;#NV;#NV;Durchschnitt;Unrated;20,01 - 40%;;10%-14%
25-30;M;;Gesch‰ftsbereich;G;Permanent;;0-2;999.0;1;18.006897147704766;0-2;Terminated;0;#NV;#NV;‹berdurchschnitt;Unrated;;;
41-50;F;14.03.2027;Werk;D;Permanent;;0-2;999.0;0;113.92552424461329;0-2;Active;0;‹berdurchschnitt;#NV;#NV;Durchschnitt;1 % - 3 %;1,0 - 3 %;
51-60;M;;HQ;A;Permanent;;27-29;999.0;1;54.46471296223815;"""3-5""";Terminated;1;Durchschnitt;Durchschnitt;#NV;#NV;1 % - 3 %;;
51-60;F;;HQ;E;Permanent;;33-35;1.0;1;104.66162493478637;18-20;Active;1;#NV;#NV;#NV;#NV;;1,0 - 3 %;5%-9%
‹ber 60;M;;Werk;C;Permanent;;39-41;0.5;0;153.92560492852823;"""9-11""";Active;1;‹berdurchschnitt;Unrated;#NV;#NV;;;
51-60;M;30.06.2025;Gesch‰ftsbereich;E;Permanent;;27-29;0.5;1;9.040437158362854;18-20;Active;1;#NV;#NV;‹berdurchschnitt;#NV;5,1 - 10%;20,1 - 40%;10%-14%
18-24;F;;Werk;E;Permanent;;"""3-5""";0.5;1;23.549282995368117;0-2;Active;1;‹berdurchschnitt;#NV;‹berdurchschnitt;#NV;3,1 - 5%;10,1 - 15%;70%-74%
‹ber 60;F;;Gesch‰ftsbereich;A;Permanent;;39-41;999.0;1;113.65514647952443;"""6-8""";Active;1;#NV;‹berdurchschnitt;#NV;Durchschnitt;;;
31-40;F;;Werk;A;Permanent;31.01.2024;"""3-5""";0.0;0;32.64125583961266;"""3-5""";Active;0;Durchschnitt;Durchschnitt;#NV;Durchschnitt;;1,0 - 3 %;20%-24%
25-30;M;;Gesch‰ftsbereich;G;Permanent;;0-2;1.0;0;12.403831184661945;0-2;Active;1;#NV;Durchschnitt;Unrated;#NV;3,1 - 5%;;
18-24;M;;HQ;A;Fixed term contract;;0-2;0.0;1;106.18529033400735;0-2;Active;1;Durchschnitt;‹berdurchschnitt;‹berdurchschnitt;Durchschnitt;;;
25-30;M;29.02.2024;Werk;A;Permanent;;0-2;0.5;1;94.61370807131073;0-2;Dormant;0;Durchschnitt;‹berdurchschnitt;#NV;‹berdurchschnitt;;10,1 - 15%;
31-40;F;;HQ;D;Permanent;;0-2;0.5;1;62.273315008991354;0-2;Terminated;0;‹berdurchschnitt;#NV;#NV;‹berdurchschnitt;1 % - 3 %;5,1 - 10%;
31-40;M;;Gesch‰ftsbereich;E;Permanent;;"""9-11""";0.0;1;54.117149067305604;"""3-5""";Terminated;0;Durchschnitt;‹berdurchschnitt;#NV;Durchschnitt;kleiner 1 %;1,0 - 3 %;10%-14%
31-40;M;;HQ;A;Permanent;;"""12-14""";999.0;0;189.1135828332301;"""3-5""";Active;0;‹berdurchschnitt;Durchschnitt;Durchschnitt;#NV;1 % - 3 %;;"""-35%-31%"""
41-50;F;;Gesch‰ftsbereich;G;Permanent;;"""6-8""";999.0;1;16.06463125476914;"""6-8""";Active;1;‹berdurchschnitt;Durchschnitt;#NV;#NV;;1,0 - 3 %;15%-19%
18-24;M;31.05.2024;HQ;C;Permanent;;0-2;1.0;1;177.967668433893;0-2;Active;0;Durchschnitt;Durchschnitt;#NV;#NV;;1,0 - 3 %;
18-24;F;31.01.2024;Werk;D;Permanent;;0-2;0.0;1;176.81965054931865;0-2;Active;0;#NV;#NV;#NV;#NV;3,1 - 5%;kleiner 1%;
31-40;M;31.08.2023;Werk;A;Permanent;30.06.2022;"""9-11""";0.5;1;24.944353950917087;"""9-11""";Active;0;#NV;#NV;#NV;Durchschnitt;1 % - 3 %;;"""-80%-76%"""
31-40;F;31.08.2024;Werk;G;Fixed term contract;;0-2;0.5;1;13.610325371445194;0-2;Active;1;#NV;‹berdurchschnitt;#NV;#NV;3,1 - 5%;5,1 - 10%;
51-60;M;;Werk;D;Permanent;;39-41;0.5;0;137.68953093383413;"""3-5""";Active;1;Durchschnitt;‹berdurchschnitt;#NV;#NV;1 % - 3 %;5,1 - 10%;5%-9%
41-50;M;;Werk;E;Permanent;;0-2;999.0;1;19.583671953863156;0-2;Dormant;0;#NV;#NV;#NV;Unrated;;10,1 - 15%;
31-40;M;30.09.2024;Werk;D;Permanent;;"""12-14""";0.0;0;151.5718795326686;"""3-5""";Active;0;#NV;‹berdurchschnitt;Durchschnitt;Unrated;;;20%-24%
25-30;M;;Gesch‰ftsbereich;C;Permanent;30.11.2022;0-2;999.0;0;50.3983680963836;0-2;Dormant;1;#NV;Unrated;#NV;#NV;;15,1 - 20%;
51-60;M;;Werk;B;Permanent;;39-41;0.5;0;43.54477597009669;"""6-8""";Terminated;1;#NV;#NV;#NV;‹berdurchschnitt;3,1 - 5%;10,1 - 15%;5%-9%
41-50;F;30.11.2023;HQ;D;Fixed term contract;31.05.2024;"""12-14""";1.0;1;139.32326368029354;0-2;Active;1;Durchschnitt;#NV;‹berdurchschnitt;#NV;20,01 - 40%;1,0 - 3 %;30%-34%
31-40;F;;Gesch‰ftsbereich;E;Permanent;30.11.2022;"""3-5""";999.0;1;69.12755939905456;"""3-5""";Terminated;0;Durchschnitt;#NV;#NV;Durchschnitt;5,1 - 10%;;10%-14%
25-30;F;;HQ;F;Fixed term contract;;"""3-5""";0.5;1;5.64889120112964;"""6-8""";Dormant;1;#NV;#NV;#NV;#NV;1 % - 3 %;;
31-40;F;14.04.2025;Werk;E;Permanent;;"""6-8""";0.0;0;49.645582090633454;0-2;Active;0;‹berdurchschnitt;Durchschnitt;#NV;#NV;3,1 - 5%;1,0 - 3 %;15%-19%
51-60;M;;Werk;E;Permanent;;27-29;0.0;1;68.27321973858949;18-20;Active;1;#NV;Durchschnitt;#NV;#NV;;;5%-9%
41-50;M;;Werk;C;Permanent;;24-26;0.5;1;73.45957029275046;"""3-5""";Active;1;Durchschnitt;#NV;Unterdurchschnitt;#NV;;10,1 - 15%;5%-9%
51-60;F;;Werk;B;Permanent;30.06.2023;"""12-14""";1.0;0;45.61592851458674;"""3-5""";Active;1;#NV;#NV;#NV;Unrated;;;5%-9%
‹ber 60;M;;Werk;C;Permanent;31.05.2024;39-41;0.5;0;178.45428985779034;"""3-5""";Active;1;#NV;#NV;#NV;Durchschnitt;;1,0 - 3 %;
25-30;M;;HQ;G;Permanent;;"""6-8""";0.0;0;24.944318758207267;"""3-5""";Active;0;Durchschnitt;#NV;#NV;#NV;3,1 - 5%;kleiner 1%;
41-50;F;;Werk;E;Permanent;;"""12-14""";1.0;0;144.92221509635678;"""6-8""";Terminated;1;Durchschnitt;‹berdurchschnitt;#NV;#NV;;5,1 - 10%;5%-9%
18-24;M;;Gesch‰ftsbereich;D;Permanent;;0-2;0.5;0;268.03840635514007;0-2;Dormant;0;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;20,01 - 40%;;
Unter 18;M;;Gesch‰ftsbereich;F;Permanent;;0-2;1.0;0;264.88213592266817;0-2;Active;1;Durchschnitt;Durchschnitt;#NV;‹berdurchschnitt;;1,0 - 3 %;
41-50;M;;Gesch‰ftsbereich;E;Permanent;18.12.2024;18-20;1.0;1;25.587754438473183;"""6-8""";Active;0;#NV;#NV;#NV;#NV;;1,0 - 3 %;10%-14%
31-40;F;14.03.2024;Werk;G;Permanent;31.07.2023;"""9-11""";999.0;0;151.49593687163724;0-2;Active;1;#NV;#NV;Durchschnitt;#NV;1 % - 3 %;;5%-9%
31-40;M;;Gesch‰ftsbereich;B;Permanent;;0-2;0.5;0;62.606228137486625;0-2;Active;0;Durchschnitt;‹berdurchschnitt;#NV;#NV;1 % - 3 %;1,0 - 3 %;
25-30;M;;HQ;A;Fixed term contract;;0-2;1.0;1;23.07788266905987;0-2;Active;1;‹berdurchschnitt;‹berdurchschnitt;#NV;#NV;;;
41-50;M;;Gesch‰ftsbereich;A;Permanent;;15-17;0.5;1;12.505429769195088;15-17;Terminated;0;Durchschnitt;#NV;#NV;#NV;3,1 - 5%;;"""-5%-1%"""
18-24;M;;Gesch‰ftsbereich;C;Permanent;31.01.2024;"""3-5""";999.0;0;68.03176371907873;0-2;Active;0;Durchschnitt;Durchschnitt;#NV;‹berdurchschnitt;kleiner 1 %;kleiner 1%;
51-60;F;;Werk;G;Permanent;31.05.2024;0-2;0.5;0;121.3635536410716;0-2;Active;1;#NV;#NV;#NV;#NV;;40,1 - 60%;
18-24;M;;Werk;D;Permanent;30.04.2022;0-2;1.0;1;13.524085586428683;0-2;Terminated;0;Durchschnitt;#NV;#NV;#NV;;20,1 - 40%;
31-40;M;;Gesch‰ftsbereich;F;Permanent;;"""6-8""";999.0;0;7.685079413690055;0-2;Active;0;#NV;Durchschnitt;Unrated;‹berdurchschnitt;;;
18-24;M;;Werk;A;Permanent;14.03.2025;0-2;0.5;1;265.67875143022184;0-2;Active;1;#NV;Durchschnitt;Durchschnitt;Unrated;;;
31-40;M;;Werk;F;Permanent;30.09.2022;0-2;0.5;0;178.26607636845776;0-2;Active;0;#NV;‹berdurchschnitt;#NV;#NV;;;
18-24;F;;Werk;E;Permanent;;"""3-5""";1.0;1;7.656135180723691;0-2;Dormant;1;‹berdurchschnitt;Durchschnitt;#NV;Unrated;40,01 - 60 %;3,1 - 5%;
41-50;M;;Werk;D;Fixed term contract;31.12.2024;15-17;0.5;1;192.76256852499517;0-2;Active;0;#NV;‹berdurchschnitt;#NV;Durchschnitt;1 % - 3 %;;5%-9%
31-40;M;;HQ;B;Permanent;;"""9-11""";0.5;0;45.99387846249316;"""9-11""";Active;1;Durchschnitt;‹berdurchschnitt;Unrated;#NV;1 % - 3 %;;10%-14%
41-50;M;;Gesch‰ftsbereich;G;Permanent;;21-23;0.5;0;183.8423623886869;0-2;Dormant;1;Durchschnitt;Durchschnitt;#NV;‹berdurchschnitt;;kleiner 1%;5%-9%
31-40;M;30.06.2025;HQ;F;Fixed term contract;;0-2;0.5;0;75.0369963494088;0-2;Active;1;Durchschnitt;‹berdurchschnitt;#NV;#NV;1 % - 3 %;;
‹ber 60;F;;Werk;E;Permanent;;33-35;1.0;0;174.7795369932075;15-17;Active;1;#NV;#NV;#NV;#NV;;;
31-40;M;;Gesch‰ftsbereich;G;Fixed term contract;;"""6-8""";999.0;1;39.444303875878255;"""6-8""";Terminated;1;#NV;‹berdurchschnitt;Durchschnitt;#NV;1 % - 3 %;;10%-14%
25-30;M;;Werk;E;Fixed term contract;;"""3-5""";0.0;1;32.99576688508675;0-2;Active;1;#NV;‹berdurchschnitt;#NV;#NV;75,01 - 100 %;15,1 - 20%;15%-19%
31-40;M;;Werk;E;Permanent;;0-2;999.0;0;9.441497001083816;0-2;Active;0;‹berdurchschnitt;#NV;‹berdurchschnitt;#NV;;40,1 - 60%;
31-40;M;;Gesch‰ftsbereich;B;Permanent;15.09.2023;"""3-5""";0.0;0;65.4144278914911;"""3-5""";Active;0;#NV;#NV;#NV;#NV;kleiner 1 %;3,1 - 5%;5%-9%
31-40;M;;Werk;G;Permanent;;"""9-11""";1.0;1;41.43718426386817;"""9-11""";Terminated;0;#NV;#NV;#NV;‹berdurchschnitt;;3,1 - 5%;10%-14%
41-50;M;;HQ;C;Permanent;;"""3-5""";1.0;1;4.392290839372447;0-2;Active;0;#NV;#NV;‹berdurchschnitt;#NV;;3,1 - 5%;
51-60;F;;Gesch‰ftsbereich;E;Fixed term contract;;33-35;999.0;1;65.31545878460491;"""3-5""";Active;0;‹berdurchschnitt;#NV;#NV;Unrated;3,1 - 5%;;5%-9%
41-50;M;;Werk;B;Permanent;31.10.2024;15-17;0.0;0;24.028518231060342;"""3-5""";Active;1;Durchschnitt;Durchschnitt;#NV;#NV;;1,0 - 3 %;5%-9%
41-50;M;;Werk;B;Permanent;;21-23;999.0;0;27.21304872443284;"""12-14""";Active;1;Durchschnitt;Unrated;#NV;#NV;;5,1 - 10%;5%-9%
25-30;M;;Werk;D;Permanent;;0-2;0.0;1;40.76117746968928;0-2;Active;0;#NV;‹berdurchschnitt;#NV;#NV;;1,0 - 3 %;
41-50;M;;Werk;E;Permanent;;18-20;1.0;1;13.519643548550244;"""9-11""";Active;0;‹berdurchschnitt;#NV;#NV;Durchschnitt;1 % - 3 %;;10%-14%
31-40;F;;HQ;F;Permanent;;0-2;999.0;1;37.31971534194759;0-2;Active;1;#NV;‹berdurchschnitt;#NV;#NV;20,01 - 40%;10,1 - 15%;
31-40;M;;Gesch‰ftsbereich;F;Permanent;;"""9-11""";0.0;1;94.7335165248433;0-2;Active;0;‹berdurchschnitt;Durchschnitt;Unrated;#NV;15,1 - 20 %;;5%-9%
31-40;M;;HQ;G;Permanent;;"""6-8""";0.5;1;3.0484494120511307;"""3-5""";Terminated;0;#NV;#NV;#NV;Durchschnitt;5,1 - 10%;;
41-50;M;;Werk;D;Permanent;14.05.2024;24-26;999.0;0;15.992344078129747;"""9-11""";Active;0;Durchschnitt;#NV;#NV;#NV;1 % - 3 %;;5%-9%
31-40;M;;Gesch‰ftsbereich;D;Fixed term contract;30.06.2023;"""9-11""";0.0;0;2.0573380006946613;0-2;Active;1;#NV;#NV;#NV;#NV;;;15%-19%
41-50;M;;HQ;A;Permanent;;30-32;0.0;0;151.19161325434368;15-17;Active;1;#NV;‹berdurchschnitt;‹berdurchschnitt;‹berdurchschnitt;;1,0 - 3 %;5%-9%
41-50;M;;HQ;F;Permanent;;15-17;0.0;1;34.52792289697358;"""6-8""";Active;1;#NV;Durchschnitt;Durchschnitt;#NV;1 % - 3 %;1,0 - 3 %;5%-9%
31-40;M;31.03.2023;Gesch‰ftsbereich;A;Permanent;;21-23;1.0;1;14.595135958885168;"""6-8""";Active;0;‹berdurchschnitt;Unrated;‹berdurchschnitt;‹berdurchschnitt;;20,1 - 40%;5%-9%
‹ber 60;M;;HQ;A;Fixed term contract;;36-38;1.0;0;9.1958597347086;18-20;Active;1;#NV;#NV;Unrated;#NV;1 % - 3 %;1,0 - 3 %;
31-40;M;;Gesch‰ftsbereich;F;Permanent;;"""6-8""";1.0;1;56.76010664978972;"""6-8""";Terminated;0;#NV;#NV;#NV;Durchschnitt;kleiner 1 %;1,0 - 3 %;
41-50;M;;Gesch‰ftsbereich;B;Permanent;30.11.2022;"""3-5""";999.0;1;75.50901471439464;"""3-5""";Active;1;#NV;‹berdurchschnitt;#NV;Durchschnitt;;;10%-14%
25-30;M;;HQ;E;Fixed term contract;;"""3-5""";999.0;1;22.601459987772067;"""3-5""";Terminated;1;#NV;Durchschnitt;#NV;Unrated;;;
‹ber 60;M;;Gesch‰ftsbereich;F;Permanent;;36-38;1.0;1;149.61780931588464;0-2;Dormant;1;‹berdurchschnitt;‹berdurchschnitt;Unrated;#NV;;;
41-50;F;;HQ;F;Permanent;;15-17;0.0;1;185.10392253174038;15-17;Active;1;Durchschnitt;#NV;#NV;‹berdurchschnitt;5,1 - 10%;;5%-9%
51-60;M;;Gesch‰ftsbereich;A;Permanent;;24-26;999.0;1;9.620310076147764;0-2;Active;1;Durchschnitt;#NV;#NV;Durchschnitt;1 % - 3 %;5,1 - 10%;5%-9%
31-40;M;06.02.2025;Gesch‰ftsbereich;E;Permanent;;0-2;0.0;0;10.02083131319199;0-2;Active;0;#NV;#NV;#NV;Durchschnitt;;1,0 - 3 %;
25-30;M;;Gesch‰ftsbereich;F;Permanent;;"""6-8""";999.0;0;32.498311494257834;"""3-5""";Active;0;#NV;#NV;#NV;‹berdurchschnitt;;1,0 - 3 %;
51-60;M;;HQ;F;Permanent;;33-35;999.0;1;103.45054741082474;"""3-5""";Active;1;#NV;#NV;#NV;Durchschnitt;10,1 - 15 %;;5%-9%
